"","College","Longitude","Latitude"
"4698","Heald College-Hayward",-122.114939,37.636589
"4699","CRU Institute",-118.029219,33.790054
"4700","Modern Technology School",-117.918837,33.723142
"4701","National Career Education",-121.273156,38.589642
"4702","Everest College-Anaheim",-117.959779,33.839256
"4703","Thuy Princess Beauty College",-117.748468,34.057663
"4704","North-West College-Glendale",-118.255409,34.148913
"4705","Everest College-City of Industry",-118.024591,34.029444
"4706","Fremont College",-118.098316,33.867773
"4707","Pomona Unified School District Adult and Career Education",-117.776388,34.053616
"4708","University of Phoenix-Online Campus",-111.981777,33.406918
"4709","University of Phoenix-San Diego Campus",-117.119701,32.80541
"4710","Universal College of Beauty Inc-Los Angeles 2",-118.331741,34.004239
"4711","IBMC College",-105.045241,40.522701
"4712","Xenon International Academy-Denver",-104.848602,39.676308
"4713","Academy of Cosmetology",-80.70372,28.394053
"4714","ITT Technical Institute-Lake Mary",-81.366513,28.750041
"4715","Sunstate Academy",-82.732693,27.967041
"4716","Heritage Institute-Jacksonville",-81.596021,30.254003
"4717","Fortis College-Smyrna",-84.488628,33.901335
"4718","Remington College-Honolulu Campus",-157.860023,21.309273
"4719","Vatterott College-Des Moines",-93.648176,41.628771
"4720","Brown Mackie College-Quad Cities",-90.522321,41.54309
"4721","Pivot Point Academy-Bloomingdale",-88.076665,41.955935
"4722","Blalock's Professional Beauty College",-93.785257,32.427474
"4723","Diesel Driving Academy-Baton Rouge",-91.103813,30.464937
"4724","Jonesville Beauty School",-91.470706,31.569543
"4725","New England Hair Academy",-71.066818,42.427591
"4726","Rob Roy Academy-Worcester",-71.807605,42.263846
"4727","Upper Cape Cod Regional Technical School",-70.5953,41.680209
"4728","All-State Career-Baltimore",-76.544942,39.264664
"4729","New England School of Communications",-68.789883,44.827204
"4730","Everest Institute-Kalamazoo",-85.651009,42.291618
"4731","Adler Graduate School",-93.252532,44.862865
"4732","Academy of Hair Design-Jackson",-90.210517,32.282646
"4733","KC's School of Hair Design",-89.000761,34.24891
"4734","Mitchells Hairstyling Academy-Goldsboro",-77.94802,35.385225
"4735","Lincoln Technical Institute-Moorestown",-74.955631,39.94847
"4736","Monmouth County Vocational School District",-74.252191,40.26109
"4737","Kaplan College-Las Vegas",-115.188421,36.14357
"4738","Beauty School of Middletown",-74.428691,41.42455
"4739","Bryant & Stratton College-Southtowns",-78.770366,42.790182
"4740","Continental School of Beauty Culture-Olean",-78.430287,42.086025
"4741","National Tractor Trailer School Inc-Buffalo",-78.857766,42.865334
"4742","Yeshiva Gedolah Imrei Yosef D'spinka",-73.992774,40.628855
"4743","Cleveland Institute of Dental-Medical Assistants-Mentor",-81.341918,41.714918
"4744","Cleveland Institute of Dental-Medical Assistants-Lyndhurst",-81.478573,41.519637
"4745","Knox County Career Center",-82.475117,40.375889
"4746","Madison Adult Career Center",-82.460912,40.774328
"4747","Remington College-Cleveland Campus",-81.579347,41.422951
"4748","Brown Mackie College-Findlay",-83.619502,41.058515
"4749","Toledo Academy of Beauty Culture-East",-83.46954,41.638326
"4750","U S Grant Joint Vocational School",-84.064771,38.962824
"4751","CC's Cosmetology College",-95.884971,36.1329
"4752","Chisholm Trail Technology Center",-98.20184,35.84221
"4753","Gordon Cooper Technology Center",-96.908013,35.380321
"4754","Kiamichi Technology Center-Atoka",-96.153029,34.395365
"4755","Kiamichi Technology Center-Durant",-96.406143,33.945957
"4756","Kiamichi Technology Center-Hugo",-95.494474,34.00832
"4757","Kiamichi Technology Center-McAlester",-95.745999,34.924173
"4758","Kiamichi Technology Center-Idabel",-94.774993,33.92186
"4759","Kiamichi Technology Center-Poteau",-94.633992,35.0382
"4760","Kiamichi Technology Center-Spiro",-94.628773,35.240444
"4761","Kiamichi Technology Center-Talihina",-95.092003,34.765293
"4762","Le Cordon Bleu College of Culinary Arts-Portland",-122.681755,45.520612
"4763","YTI Career Institute-Altoona",-78.396073,40.482439
"4764","Eastern Center for Arts and Technology",-75.109688,40.158544
"4765","Empire Beauty School-Center City Philadelphia",-75.16608,39.950932
"4766","Sanford-Brown Institute-Wilkins Township",-79.811422,40.425645
"4767","Centro de Estudios Multidisciplinarios-Humacao",-65.821107,18.148771
"4768","Colegio Mayor de Tecnologia Inc",-66.063039,17.963341
"4769","Institucion Chaviano de Mayaguez",-67.134396,18.200518
"4770","EDIC College",-66.034226,18.253007
"4771","Liceo de Arte-Dise-O y Comercio",-66.034061,18.2331
"4772","Universal Technology College of Puerto Rico",-67.149118,18.42489
"4773","Academy of Hair Technology",-82.330849,34.87267
"4774","Mr Wayne's School of Unisex Hair Design",-85.513467,36.160361
"4775","Southern Institute of Cosmetology",-89.90697,35.063517
"4776","Queen City College",-87.408706,36.573521
"4777","College of the Marshall Islands",171.378442,7.10274
"4778","Lighthouse Career Institute",-96.76967,32.876397
"4779","American National College",-95.211036,29.665461
"4780","ITT Technical Institute-San Antonio",-98.593432,29.553413
"4781","Remington College-Fort Worth Campus",-97.213562,32.775981
"4782","University of Cosmetology Arts & Sciences-San Antonio Jamar",-98.560618,29.391321
"4783","School of Automotive Machinists",-95.475875,29.804446
"4784","SW School of Business and Technical Careers-Cosmetology",-98.498985,29.457067
"4785","SW School of Business and Technical Careers",-100.506009,28.707864
"4786","Texas College of Cosmetology-Abilene",-99.747145,32.448503
"4787","Vista College-Online",-111.988583,41.09296
"4788","Centura College-Newport News",-76.51806,37.139294
"4789","Centura College-Norfolk",-76.232565,36.908448
"4790","Virginia Beach City Public Schools School of Practical Nursing",-76.07369,36.740902
"4791","Northwest College of Art & Design",-122.604201,47.710943
"4792","University of Washington-Bothell Campus",-122.191454,47.760718
"4793","University of Washington-Tacoma Campus",-122.437499,47.244967
"4794","Huntington School of Beauty Culture-Main Campus",-82.342179,38.411379
"4795","Valley College-Beckley",-81.185605,37.789669
"4796","Valley College-Martinsburg",-77.958315,39.487498
"4797","Valley College-Princeton",-81.091627,37.369766
"4798","Bellus Academy-Poway",-117.042738,32.956526
"4799","Capstone College",-118.150611,34.166162
"4800","Central Coast College",-121.655643,36.669595
"4801","ITT Technical Institute-Torrance",-118.324831,33.858328
"4802","Pacific College of Oriental Medicine-San Diego",-117.161027,32.778022
"4803","Artistic Nails and Beauty Academy-Tampa",-82.403486,27.951358
"4804","National Aviation Academy of Tampa Bay",-82.721198,27.893878
"4805","Sanford-Brown Institute-Tampa",-82.38999,27.99303
"4806","Cain's Barber College Inc",-87.617257,41.801785
"4807","Madison Oneida BOCES-Practical Nursing Program",-75.56033,43.14082
"4808","Astrodome Career Centers",-95.420772,29.679443
"4809","Center for Advanced Legal Studies",-95.41912,29.732118
"4810","Houston Training School-Main Campus",-95.24417,29.77291
"4811","Remington College-Houston Campus",-95.57818,29.729924
"4812","Bay Mills Community College",-84.607089,46.454584
"4813","Fond du Lac Tribal and Community College",-92.444128,46.688825
"4814","Northwest Indian College",-122.614576,48.794334
"4815","Marinello Schools of Beauty-Provo",-111.664739,40.263025
"4816","Provo College",-111.684063,40.244678
"4817","Paul Mitchell the School-Provo",-111.642161,40.24048
"4818","University of Phoenix-Utah",-111.904474,40.653835
"4819","Utah College of Massage Therapy-Salt Lake City",-111.882112,40.768778
"4820","CET-Coachella",-116.185875,33.692248
"4821","CET-Oxnard",-119.18145,34.194208
"4822","CET-Santa Maria",-120.441978,34.943576
"4823","CET-Rancho Temecula",-117.168919,33.51193
"4824","Colorado School of Traditional Chinese Medicine",-104.959476,39.739101
"4825","Massage Therapy Institute of Colorado",-104.959486,39.739051
"4826","Michigan College of Beauty-Troy",-83.12734,42.570337
"4827","Ogle School Hair Skin Nails-Dallas",-96.754701,32.836838
"4828","Phoenix Seminary",-111.990628,33.480354
"4829","Faust Institute of Cosmetology-Spirit Lake",-95.107453,43.422634
"4830","Seattle Vocational Institute",-122.303977,47.599291
"4831","Baker College of Port Huron",-82.469672,42.978709
"4832","Empire Beauty School-Hyannis",-70.291171,41.65069
"4833","Brookstone College-Greensboro",-79.959661,36.077073
"4834","Cheeks International Academy of Beauty Culture-Fort Collins",-105.078151,40.445
"4835","Cheeks International Academy of Beauty Culture-Greeley",-104.696513,40.396777
"4836","Colorado School of Healing Arts",-105.082055,39.696991
"4837","Remington College-Colorado Springs Campus",-104.787967,38.919266
"4838","Empire Beauty School-Arvada",-105.080647,39.814965
"4839","Westwood College-Denver South",-105.047942,39.654061
"4840","Healing Arts Institute",-105.042541,40.53185
"4841","ITT Technical Institute-San Bernardino",-117.270676,34.070068
"4842","Los Angeles ORT College-Van Nuys Campus",-118.462705,34.153012
"4843","University of Phoenix-Puerto Rico",-66.105722,18.405226
"4844","Mt. Diablo Adult Education-Mt. Diablo USD",-122.027121,37.9684
"4845","Royale College of Beauty",-117.164001,33.515476
"4846","Westech College",-117.435759,34.081549
"4847","Greater Lowell Technical School",-71.38618,42.653917
"4848","Academy of Hair Design-Pearl",-90.115129,32.281983
"4849","King's College",-80.822384,35.213048
"4850","Miller-Motte Technical College-Clarksville",-87.32869,36.553344
"4851","Genesis Career College-Lebanon",-86.337771,36.216054
"4852","Kaplan College-Dallas",-96.892044,32.912092
"4853","Star College of Cosmetology 2",-95.295745,32.347649
"4854","Southwest Collegiate Institute for the Deaf",-101.503419,32.227753
"4855","Fortis College-Richmond",-77.488455,37.581537
"4856","Midwest College of Oriental Medicine-Racine",-87.856679,42.678051
"4857","Hacienda La Puente Adult Education",-117.958321,34.011775
"4858","La Belle Beauty Academy",-80.315352,25.769982
"4859","Advanced Technical Centers",-80.2871,25.806645
"4860","Hawaii Community College",-155.081831,19.69972
"4861","Regency Beauty Institute-Winston-Salem",-80.250264,36.066944
"4862","Robert Fiance Beauty Schools-North Plainfield",-74.426989,40.622451
"4863","Long Island Beauty School-Hauppauge",-73.201722,40.827293
"4864","Buckeye Joint Vocational School",-81.401957,40.470531
"4865","Sandusky Career Center",-82.71206,41.43483
"4866","Greater Altoona Career & Technology Center",-78.397255,40.508473
"4867","Northeastern Hospital School of Nursing",-75.106457,39.989532
"4868","Central Texas Beauty College-Temple",-97.379163,31.084584
"4869","Dance Theatre of Harlem Inc",-73.943833,40.829191
"4870","Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program",-79.040253,42.648295
"4871","Empire Beauty School-Brooklyn",-73.989884,40.599279
"4872","Houston Training School-Gulfgate",-95.304092,29.706138
"4873","Star Career Academy-Philadelphia",-75.034251,40.074651
"4874","Antonelli College-Hattiesburg",-89.335692,31.349549
"4875","Eastern New Mexico University-Ruidoso Campus",-105.66539,33.358631
"4876","The Bryman School of Arizona",-112.116654,33.603366
"4877","Beacon College",-81.875619,28.810799
"4878","Acupuncture and Integrative Medicine College-Berkeley",-122.267636,37.862754
"4879","Estrella Mountain Community College",-112.343158,33.480722
"4880","Heartland Community College",-89.014456,40.533402
"4881","University of the Potomac-Washington DC Campus",-77.032531,38.90054
"4882","Rabbi Jacob Joseph School",-74.399497,40.499821
"4883","Sanford-Brown Institute-Ft Lauderdale",-80.160374,26.2038
"4884","The Salon Professional Academy-Melbourne",-80.650151,28.08177
"4885","Fortis Institute-Scranton",-75.651683,41.417104
"4886","Milan Institute of Cosmetology-Amarillo",-101.808522,35.185613
"4887","Everglades University",-80.108331,26.391218
"4888","Seminar L'moros Bais Yaakov",-73.985467,40.634807
"4889","Herzing University-Winter Park",-81.311559,28.616028
"4890","Emil Fries Piano Hospital and Training Center",-122.645525,45.625899
"4891","Fairview Beauty Academy",-81.870415,41.439109
"4892","Florida College of Natural Health-Pompano Beach",-80.151132,26.275548
"4893","National College-Nashville",-86.700627,36.044669
"4894","College of Biblical Studies-Houston",-95.506566,29.716681
"4895","Inner State Beauty School",-81.494549,41.519858
"4896","Virginia College-Pensacola",-87.216018,30.412452
"4897","Mid-EastCTC-Adult Education",-81.976056,39.937192
"4898","Everest University-South Orlando",-81.426942,28.434702
"4899","Polaris Career Center",-81.832474,41.3644
"4900","P&A Scholars Beauty School",-83.157878,42.376091
"4901","Rensselaer BOCES-Practical Nursing Program",-73.673181,42.702142
"4902","ASM Beauty World Academy",-80.232133,26.046048
"4903","The Salter School-Tewksbury Campus",-71.286844,42.611476
"4904","Sanford-Brown College-Collinsville",-90.021404,38.676044
"4905","Sharps Academy of Hair Styling",-83.623996,42.911892
"4906","ICC Technical Institute",-95.376583,29.739898
"4907","College of Health Care Professions-Northwest",-95.451644,29.797408
"4908","School of Professional Horticulture at the New York Botanical Garden",-73.88072,40.866789
"4909","Fortis College-Houston",-95.648405,29.729516
"4910","Volunteer Beauty Academy-Madison",-86.701318,36.296571
"4911","Watkins College of Art Design & Film",-86.805888,36.194659
"4912","Chicago ORT Technical Institute",-87.76338,42.016472
"4913","Alhambra Beauty College",-118.129041,34.093916
"4914","UEI College-Gardena",-118.287321,33.89328
"4915","Asian American International Beauty College",-117.991607,33.759311
"4916","Avance Beauty College",-117.062216,32.581402
"4917","Colton-Redlands-Yucaipa Regional Occupational Program",-117.204801,34.06825
"4918","Copper Mountain Community College",-116.213939,34.140464
"4919","Diversified Vocational College",-118.272364,34.055938
"4920","Bristol University",-117.882331,33.79556
"4921","UEI College-Fresno",-119.725739,36.768912
